id,map_file,agent_file,num_agents,device,high level planner,low level planner,disappear_at_goal,cat,rand_seed,cost,run_time,comment,method_source,date_edit,numHighNodes,numLowNodes
-1,random-32-32-20.map,assets/random-32-32-20-random-1.scen,1,12490F,Lacam,PIBT,-1,-1,-1,36,0,NULL,https://github.com/ssfc/lacam0,2025/8/5 19:36,,
-1,random-32-32-20.map,assets/random-32-32-20-random-1.scen,2,12490F,Lacam,PIBT,-1,-1,-1,50,0.001,NULL,https://github.com/ssfc/lacam0,2025/8/5 19:36,,
-1,random-32-32-20.map,assets/random-32-32-20-random-1.scen,3,12490F,Lacam,PIBT,-1,-1,-1,79,0.001,NULL,https://github.com/ssfc/lacam0,2025/8/5 19:36,,
-1,RANDOM-01.json,100,12490F,hseGreedy,epibt(4),disappearAtGoal,NULL,randSeed,637,600,comment,https://github.com/ssfc/LORR24,2025-11-17 16:33:56,destoryStrategy,neighborSize
-1,RANDOM-02.json,200,12490F,hseGreedy,epibt(4),disappearAtGoal,NULL,randSeed,1066,600,comment,https://github.com/ssfc/LORR24,2025-11-17 16:33:58,destoryStrategy,neighborSize
-1,RANDOM-03.json,400,12490F,hseGreedy,epibt(4),disappearAtGoal,NULL,randSeed,1619,800,comment,https://github.com/ssfc/LORR24,2025-11-17 16:34:02,destoryStrategy,neighborSize
-1,RANDOM-04.json,700,12490F,hseGreedy,epibt(4),disappearAtGoal,NULL,randSeed,1630,1000,comment,https://github.com/ssfc/LORR24,2025-11-17 16:34:21,destoryStrategy,neighborSize
-1,RANDOM-05.json,800,12490F,hseGreedy,epibt(4),disappearAtGoal,NULL,randSeed,1651,2000,comment,https://github.com/ssfc/LORR24,2025-11-17 16:37:58,destoryStrategy,neighborSize
-1,CITY-01.json,1500,12490F,hseGreedy,epibt(4),disappearAtGoal,NULL,randSeed,8378,3000,comment,https://github.com/ssfc/LORR24,2025-11-17 16:41:24,destoryStrategy,neighborSize
-1,CITY-02.json,3000,12490F,hseGreedy,epibt(4),disappearAtGoal,NULL,randSeed,15899,3000,comment,https://github.com/ssfc/LORR24,2025-11-17 16:45:23,destoryStrategy,neighborSize
-1,GAME.json,6500,12490F,hseGreedy,epibt(4),disappearAtGoal,NULL,randSeed,14117,5000,comment,https://github.com/ssfc/LORR24,2025-11-17 17:15:52,destoryStrategy,neighborSize
-1,SORTATION.json,10000,12490F,hseGreedy,epibt(4),disappearAtGoal,NULL,randSeed,142961,5000,comment,https://github.com/ssfc/LORR24,2025-11-17 17:45:27,destoryStrategy,neighborSize
-1,WAREHOUSE.json,10000,12490F,hseGreedy,epibt(4),disappearAtGoal,NULL,randSeed,132577,5000,comment,https://github.com/ssfc/LORR24,2025-11-17 18:07:37,destoryStrategy,neighborSize
-1,RANDOM-01.json,100,12490F,hseHungarian,epibt(4),disappearAtGoal,NULL,randSeed,625,600,comment,https://github.com/ssfc/LORR24,2025-11-17 19:27:51,destoryStrategy,neighborSize
-1,RANDOM-02.json,200,12490F,hseHungarian,epibt(4),disappearAtGoal,NULL,randSeed,1045,600,comment,https://github.com/ssfc/LORR24,2025-11-17 19:27:52,destoryStrategy,neighborSize
-1,RANDOM-03.json,400,12490F,hseHungarian,epibt(4),disappearAtGoal,NULL,randSeed,1542,800,comment,https://github.com/ssfc/LORR24,2025-11-17 19:27:56,destoryStrategy,neighborSize
-1,RANDOM-04.json,700,12490F,hseHungarian,epibt(4),disappearAtGoal,NULL,randSeed,1470,1000,comment,https://github.com/ssfc/LORR24,2025-11-17 19:28:16,destoryStrategy,neighborSize
-1,RANDOM-05.json,800,12490F,hseHungarian,epibt(4),disappearAtGoal,NULL,randSeed,1542,2000,comment,https://github.com/ssfc/LORR24,2025-11-17 19:31:54,destoryStrategy,neighborSize
-1,CITY-01.json,1500,12490F,hseHungarian,epibt(4),disappearAtGoal,NULL,randSeed,8103,3000,comment,https://github.com/ssfc/LORR24,2025-11-17 19:35:17,destoryStrategy,neighborSize
-1,CITY-02.json,3000,12490F,hseHungarian,epibt(4),disappearAtGoal,NULL,randSeed,15223,3000,comment,https://github.com/ssfc/LORR24,2025-11-17 19:39:12,destoryStrategy,neighborSize
-1,GAME.json,6500,12490F,hseHungarian,epibt(4),disappearAtGoal,NULL,randSeed,13174,5000,comment,https://github.com/ssfc/LORR24,2025-11-17 20:06:48,destoryStrategy,neighborSize
-1,SORTATION.json,10000,12490F,hseHungarian,epibt(4),disappearAtGoal,NULL,randSeed,136979,5000,comment,https://github.com/ssfc/LORR24,2025-11-17 20:16:20,destoryStrategy,neighborSize
-1,WAREHOUSE.json,10000,12490F,hseHungarian,epibt(4),disappearAtGoal,NULL,randSeed,124882,5000,comment,https://github.com/ssfc/LORR24,2025-11-17 20:25:18,destoryStrategy,neighborSize
